GENEID	PVALUE	QVALUE	PROJECTID
ENSG00000188716	\N	\N	icgc_snp_sangerBreast
ENSG00000188738	0.051908	0.247688858447489	icgc_snp_sangerBreast
ENSG00000188739	0.87002	1	icgc_snp_sangerBreast
ENSG00000188761	\N	\N	icgc_snp_sangerBreast
ENSG00000188782	\N	\N	icgc_snp_sangerBreast
ENSG00000188827	\N	\N	icgc_snp_sangerBreast
ENSG00000188888	0.55227	1	icgc_snp_sangerBreast
ENSG00000188906	0.71145	1	icgc_snp_sangerBreast
ENSG00000188917	\N	\N	icgc_snp_sangerBreast
ENSG00000188921	\N	\N	icgc_snp_sangerBreast
ENSG00000188959	\N	\N	icgc_snp_sangerBreast
ENSG00000188987	\N	\N	icgc_snp_sangerBreast
ENSG00000188994	0.67856	1	icgc_snp_sangerBreast
ENSG00000189007	\N	\N	icgc_snp_sangerBreast
ENSG00000189013	0.041946	0.216997871287129	icgc_snp_sangerBreast
ENSG00000189056	\N	\N	icgc_snp_sangerBreast
ENSG00000189058	\N	\N	icgc_snp_sangerBreast
ENSG00000189079	0.042298	0.217740935960591	icgc_snp_sangerBreast
ENSG00000189108	\N	\N	icgc_snp_sangerBreast
ENSG00000189127	\N	\N	icgc_snp_sangerBreast
ENSG00000189139	\N	\N	icgc_snp_sangerBreast
ENSG00000189144	\N	\N	icgc_snp_sangerBreast
ENSG00000189164	\N	\N	icgc_snp_sangerBreast
ENSG00000189181	0.84117	1	icgc_snp_sangerBreast
ENSG00000189182	\N	\N	icgc_snp_sangerBreast
ENSG00000189190	0.79925	1	icgc_snp_sangerBreast
ENSG00000189195	\N	\N	icgc_snp_sangerBreast
ENSG00000189221	\N	\N	icgc_snp_sangerBreast
ENSG00000189283	0.87731	1	icgc_snp_sangerBreast
ENSG00000189325	0.97604	1	icgc_snp_sangerBreast
ENSG00000189376	\N	\N	icgc_snp_sangerBreast
ENSG00000189433	\N	\N	icgc_snp_sangerBreast
ENSG00000196071	\N	\N	icgc_snp_sangerBreast
ENSG00000196074	0.52401	1	icgc_snp_sangerBreast
ENSG00000196090	0.53979	1	icgc_snp_sangerBreast
ENSG00000196092	\N	\N	icgc_snp_sangerBreast
ENSG00000196118	\N	\N	icgc_snp_sangerBreast
ENSG00000196123	\N	\N	icgc_snp_sangerBreast
ENSG00000196131	\N	\N	icgc_snp_sangerBreast
ENSG00000196132	0.043049	0.217324661835749	icgc_snp_sangerBreast
ENSG00000196136	\N	\N	icgc_snp_sangerBreast
ENSG00000196139	\N	\N	icgc_snp_sangerBreast
ENSG00000196151	\N	\N	icgc_snp_sangerBreast
ENSG00000196152	\N	\N	icgc_snp_sangerBreast
ENSG00000196159	0.98407	1	icgc_snp_sangerBreast
ENSG00000196169	\N	\N	icgc_snp_sangerBreast
ENSG00000196187	\N	\N	icgc_snp_sangerBreast
ENSG00000196189	\N	\N	icgc_snp_sangerBreast
ENSG00000196199	\N	\N	icgc_snp_sangerBreast
ENSG00000196208	0.81779	1	icgc_snp_sangerBreast
ENSG00000196214	\N	\N	icgc_snp_sangerBreast
ENSG00000196218	\N	\N	icgc_snp_sangerBreast
ENSG00000196228	\N	\N	icgc_snp_sangerBreast
ENSG00000196236	\N	\N	icgc_snp_sangerBreast
ENSG00000196266	0.99575	1	icgc_snp_sangerBreast
ENSG00000196277	\N	\N	icgc_snp_sangerBreast
ENSG00000196284	\N	\N	icgc_snp_sangerBreast
ENSG00000196305	\N	\N	icgc_snp_sangerBreast
ENSG00000196335	\N	\N	icgc_snp_sangerBreast
ENSG00000196338	\N	\N	icgc_snp_sangerBreast
ENSG00000196350	0.97435	1	icgc_snp_sangerBreast
ENSG00000196352	\N	\N	icgc_snp_sangerBreast
ENSG00000196367	0.39681	0.925594754464286	icgc_snp_sangerBreast
ENSG00000196374	\N	\N	icgc_snp_sangerBreast
ENSG00000196376	\N	\N	icgc_snp_sangerBreast
ENSG00000196381	\N	\N	icgc_snp_sangerBreast
ENSG00000196391	\N	\N	icgc_snp_sangerBreast
ENSG00000196422	\N	\N	icgc_snp_sangerBreast
ENSG00000196437	0.00078385	0.00930821875	icgc_snp_sangerBreast
ENSG00000196455	\N	\N	icgc_snp_sangerBreast
ENSG00000196458	\N	\N	icgc_snp_sangerBreast
ENSG00000196468	0.85856	1	icgc_snp_sangerBreast
ENSG00000196498	\N	\N	icgc_snp_sangerBreast
ENSG00000196510	\N	\N	icgc_snp_sangerBreast
ENSG00000196526	0.99141	1	icgc_snp_sangerBreast
ENSG00000196532	\N	\N	icgc_snp_sangerBreast
ENSG00000196535	\N	\N	icgc_snp_sangerBreast
ENSG00000196569	0.93190	1	icgc_snp_sangerBreast
ENSG00000196584	\N	\N	icgc_snp_sangerBreast
ENSG00000196586	0.00000082126	1.90714822222222e-05	icgc_snp_sangerBreast
ENSG00000196600	\N	\N	icgc_snp_sangerBreast
ENSG00000196605	\N	\N	icgc_snp_sangerBreast
ENSG00000196611	\N	\N	icgc_snp_sangerBreast
ENSG00000196616	\N	\N	icgc_snp_sangerBreast
ENSG00000196622	\N	\N	icgc_snp_sangerBreast
ENSG00000196646	\N	\N	icgc_snp_sangerBreast
ENSG00000196652	0.28782	0.767275255102041	icgc_snp_sangerBreast
ENSG00000196664	\N	\N	icgc_snp_sangerBreast
ENSG00000196670	\N	\N	icgc_snp_sangerBreast
ENSG00000196678	\N	\N	icgc_snp_sangerBreast
ENSG00000196705	\N	\N	icgc_snp_sangerBreast
ENSG00000196712	\N	\N	icgc_snp_sangerBreast
ENSG00000196730	\N	\N	icgc_snp_sangerBreast
ENSG00000196734	\N	\N	icgc_snp_sangerBreast
ENSG00000196767	0.48359	1	icgc_snp_sangerBreast
ENSG00000196772	\N	\N	icgc_snp_sangerBreast
ENSG00000196778	\N	\N	icgc_snp_sangerBreast
ENSG00000196781	\N	\N	icgc_snp_sangerBreast
ENSG00000196792	\N	\N	icgc_snp_sangerBreast
ENSG00000196859	\N	\N	icgc_snp_sangerBreast
ENSG00000196862	\N	\N	icgc_snp_sangerBreast
ENSG00000196872	\N	\N	icgc_snp_sangerBreast
ENSG00000196876	0.022110	0.145314150943396	icgc_snp_sangerBreast
ENSG00000196878	0.99864	1	icgc_snp_sangerBreast
ENSG00000196911	0.51689	1	icgc_snp_sangerBreast
ENSG00000196914	\N	\N	icgc_snp_sangerBreast
ENSG00000196917	\N	\N	icgc_snp_sangerBreast
ENSG00000196935	\N	\N	icgc_snp_sangerBreast
ENSG00000196960	\N	\N	icgc_snp_sangerBreast
ENSG00000196967	0.34006	0.858364009661836	icgc_snp_sangerBreast
ENSG00000196979	\N	\N	icgc_snp_sangerBreast
ENSG00000196998	\N	\N	icgc_snp_sangerBreast
ENSG00000197008	\N	\N	icgc_snp_sangerBreast
ENSG00000197020	\N	\N	icgc_snp_sangerBreast
ENSG00000197024	0.060665	0.283013058035714	icgc_snp_sangerBreast
ENSG00000197057	\N	\N	icgc_snp_sangerBreast
ENSG00000197077	\N	\N	icgc_snp_sangerBreast
ENSG00000197079	\N	\N	icgc_snp_sangerBreast
ENSG00000197081	\N	\N	icgc_snp_sangerBreast
ENSG00000197102	\N	\N	icgc_snp_sangerBreast
ENSG00000197106	\N	\N	icgc_snp_sangerBreast
ENSG00000197110	\N	\N	icgc_snp_sangerBreast
ENSG00000197121	0.68072	1	icgc_snp_sangerBreast
ENSG00000197147	\N	\N	icgc_snp_sangerBreast
ENSG00000197168	\N	\N	icgc_snp_sangerBreast
ENSG00000197170	\N	\N	icgc_snp_sangerBreast
ENSG00000197217	\N	\N	icgc_snp_sangerBreast
ENSG00000197226	\N	\N	icgc_snp_sangerBreast
ENSG00000197279	0.98856	1	icgc_snp_sangerBreast
ENSG00000197283	\N	\N	icgc_snp_sangerBreast
ENSG00000197309	\N	\N	icgc_snp_sangerBreast
ENSG00000197323	\N	\N	icgc_snp_sangerBreast
ENSG00000197360	\N	\N	icgc_snp_sangerBreast
ENSG00000197362	\N	\N	icgc_snp_sangerBreast
ENSG00000197409	0.0000000000049248	1.286604e-09	icgc_snp_sangerBreast
ENSG00000197410	0.88481	1	icgc_snp_sangerBreast
ENSG00000197428	\N	\N	icgc_snp_sangerBreast
ENSG00000197459	0.92790	1	icgc_snp_sangerBreast
ENSG00000197479	0.83972	1	icgc_snp_sangerBreast
ENSG00000197497	\N	\N	icgc_snp_sangerBreast
ENSG00000197561	\N	\N	icgc_snp_sangerBreast
ENSG00000197563	\N	\N	icgc_snp_sangerBreast
ENSG00000197565	\N	\N	icgc_snp_sangerBreast
ENSG00000197566	0.76442	1	icgc_snp_sangerBreast
ENSG00000197580	\N	\N	icgc_snp_sangerBreast
ENSG00000197603	0.54961	1	icgc_snp_sangerBreast
ENSG00000197616	\N	\N	icgc_snp_sangerBreast
ENSG00000197619	\N	\N	icgc_snp_sangerBreast
ENSG00000197629	\N	\N	icgc_snp_sangerBreast
ENSG00000197635	\N	\N	icgc_snp_sangerBreast
ENSG00000197647	\N	\N	icgc_snp_sangerBreast
ENSG00000197653	0.00000020850	8.06972222222222e-06	icgc_snp_sangerBreast
ENSG00000197694	0.043048	0.218374563106796	icgc_snp_sangerBreast
ENSG00000197705	\N	\N	icgc_snp_sangerBreast
ENSG00000197748	\N	\N	icgc_snp_sangerBreast
ENSG00000197757	\N	\N	icgc_snp_sangerBreast
ENSG00000197775	\N	\N	icgc_snp_sangerBreast
ENSG00000197826	\N	\N	icgc_snp_sangerBreast
ENSG00000197838	\N	\N	icgc_snp_sangerBreast
ENSG00000197858	\N	\N	icgc_snp_sangerBreast
ENSG00000197870	\N	\N	icgc_snp_sangerBreast
ENSG00000197879	\N	\N	icgc_snp_sangerBreast
ENSG00000197880	\N	\N	icgc_snp_sangerBreast
ENSG00000197885	\N	\N	icgc_snp_sangerBreast
ENSG00000197892	\N	\N	icgc_snp_sangerBreast
ENSG00000197915	0.99194	1	icgc_snp_sangerBreast
ENSG00000197935	0.89095	1	icgc_snp_sangerBreast
ENSG00000197938	\N	\N	icgc_snp_sangerBreast
ENSG00000197943	0.98297	1	icgc_snp_sangerBreast
ENSG00000197959	0.53651	1	icgc_snp_sangerBreast
ENSG00000197961	\N	\N	icgc_snp_sangerBreast
ENSG00000197969	0.99995	1	icgc_snp_sangerBreast
ENSG00000197991	0.57087	1	icgc_snp_sangerBreast
ENSG00000197992	\N	\N	icgc_snp_sangerBreast
ENSG00000198000	\N	\N	icgc_snp_sangerBreast
ENSG00000198015	\N	\N	icgc_snp_sangerBreast
ENSG00000198028	\N	\N	icgc_snp_sangerBreast
ENSG00000198033	\N	\N	icgc_snp_sangerBreast
ENSG00000198034	\N	\N	icgc_snp_sangerBreast
ENSG00000198039	\N	\N	icgc_snp_sangerBreast
ENSG00000198074	\N	\N	icgc_snp_sangerBreast
ENSG00000198089	0.16793	0.557101111111111	icgc_snp_sangerBreast
ENSG00000198092	\N	\N	icgc_snp_sangerBreast
ENSG00000198093	\N	\N	icgc_snp_sangerBreast
ENSG00000198105	\N	\N	icgc_snp_sangerBreast
ENSG00000198130	\N	\N	icgc_snp_sangerBreast
ENSG00000198131	0.22189	0.674055377906977	icgc_snp_sangerBreast
ENSG00000198185	\N	\N	icgc_snp_sangerBreast
ENSG00000198198	\N	\N	icgc_snp_sangerBreast
ENSG00000198203	\N	\N	icgc_snp_sangerBreast
ENSG00000198216	0.0094588	0.0766236124031008	icgc_snp_sangerBreast
ENSG00000198218	\N	\N	icgc_snp_sangerBreast
ENSG00000198231	\N	\N	icgc_snp_sangerBreast
ENSG00000198265	\N	\N	icgc_snp_sangerBreast
ENSG00000198286	\N	\N	icgc_snp_sangerBreast
ENSG00000198298	\N	\N	icgc_snp_sangerBreast
ENSG00000198300	\N	\N	icgc_snp_sangerBreast
ENSG00000198301	\N	\N	icgc_snp_sangerBreast
ENSG00000198326	\N	\N	icgc_snp_sangerBreast
ENSG00000198342	\N	\N	icgc_snp_sangerBreast
ENSG00000198373	\N	\N	icgc_snp_sangerBreast
ENSG00000198399	\N	\N	icgc_snp_sangerBreast
ENSG00000198400	\N	\N	icgc_snp_sangerBreast
ENSG00000198440	\N	\N	icgc_snp_sangerBreast
ENSG00000198445	\N	\N	icgc_snp_sangerBreast
ENSG00000198453	0.014111	0.103845035211268	icgc_snp_sangerBreast
ENSG00000198467	\N	\N	icgc_snp_sangerBreast
ENSG00000198482	\N	\N	icgc_snp_sangerBreast
ENSG00000198483	\N	\N	icgc_snp_sangerBreast
ENSG00000198518	\N	\N	icgc_snp_sangerBreast
ENSG00000198542	\N	\N	icgc_snp_sangerBreast
ENSG00000198561	\N	\N	icgc_snp_sangerBreast
ENSG00000198563	\N	\N	icgc_snp_sangerBreast
ENSG00000198586	\N	\N	icgc_snp_sangerBreast
ENSG00000198589	0.000000042481	2.46625805555556e-06	icgc_snp_sangerBreast
ENSG00000198597	0.85507	1	icgc_snp_sangerBreast
ENSG00000198626	0.21186	0.653078761061947	icgc_snp_sangerBreast
ENSG00000198633	\N	\N	icgc_snp_sangerBreast
ENSG00000198663	\N	\N	icgc_snp_sangerBreast
ENSG00000198670	\N	\N	icgc_snp_sangerBreast
ENSG00000198691	\N	\N	icgc_snp_sangerBreast
ENSG00000198704	\N	\N	icgc_snp_sangerBreast
ENSG00000198707	0.14290	0.501109060402685	icgc_snp_sangerBreast
ENSG00000198715	\N	\N	icgc_snp_sangerBreast
ENSG00000198719	0.96131	1	icgc_snp_sangerBreast
ENSG00000198722	\N	\N	icgc_snp_sangerBreast
ENSG00000198728	\N	\N	icgc_snp_sangerBreast
ENSG00000198730	0.062407	0.288563340707965	icgc_snp_sangerBreast
ENSG00000198734	\N	\N	icgc_snp_sangerBreast
ENSG00000198739	\N	\N	icgc_snp_sangerBreast
ENSG00000198743	\N	\N	icgc_snp_sangerBreast
ENSG00000198752	\N	\N	icgc_snp_sangerBreast
ENSG00000198771	\N	\N	icgc_snp_sangerBreast
ENSG00000198780	\N	\N	icgc_snp_sangerBreast
ENSG00000198785	\N	\N	icgc_snp_sangerBreast
ENSG00000198788	\N	\N	icgc_snp_sangerBreast
ENSG00000198797	\N	\N	icgc_snp_sangerBreast
ENSG00000198798	\N	\N	icgc_snp_sangerBreast
ENSG00000198815	\N	\N	icgc_snp_sangerBreast
ENSG00000198816	0.99864	1	icgc_snp_sangerBreast
ENSG00000198822	\N	\N	icgc_snp_sangerBreast
ENSG00000198836	\N	\N	icgc_snp_sangerBreast
ENSG00000198838	0.31839	0.823558292079208	icgc_snp_sangerBreast
ENSG00000198839	\N	\N	icgc_snp_sangerBreast
ENSG00000198848	\N	\N	icgc_snp_sangerBreast
ENSG00000198853	0.24189	0.708053361344538	icgc_snp_sangerBreast
ENSG00000198854	\N	\N	icgc_snp_sangerBreast
ENSG00000198855	0.40740	0.931582056892779	icgc_snp_sangerBreast
ENSG00000198860	\N	\N	icgc_snp_sangerBreast
ENSG00000198879	\N	\N	icgc_snp_sangerBreast
ENSG00000198883	\N	\N	icgc_snp_sangerBreast
ENSG00000198885	\N	\N	icgc_snp_sangerBreast
ENSG00000198889	\N	\N	icgc_snp_sangerBreast
ENSG00000198900	\N	\N	icgc_snp_sangerBreast
ENSG00000198910	0.14020	0.500030716723549	icgc_snp_sangerBreast
ENSG00000198911	0.84713	1	icgc_snp_sangerBreast
ENSG00000198919	0.41922	0.95029262472885	icgc_snp_sangerBreast
ENSG00000198924	0.88586	1	icgc_snp_sangerBreast
ENSG00000198929	0.99864	1	icgc_snp_sangerBreast
ENSG00000198933	0.000020744	0.000289033066666667	icgc_snp_sangerBreast
ENSG00000198939	\N	\N	icgc_snp_sangerBreast
ENSG00000198947	0.91972	1	icgc_snp_sangerBreast
ENSG00000198952	\N	\N	icgc_snp_sangerBreast
ENSG00000198963	0.26164	0.734983333333333	icgc_snp_sangerBreast
ENSG00000203663	\N	\N	icgc_snp_sangerBreast
ENSG00000203666	\N	\N	icgc_snp_sangerBreast
ENSG00000203690	0.97145	1	icgc_snp_sangerBreast
ENSG00000203710	\N	\N	icgc_snp_sangerBreast
ENSG00000203737	\N	\N	icgc_snp_sangerBreast
ENSG00000203747	\N	\N	icgc_snp_sangerBreast
ENSG00000203756	\N	\N	icgc_snp_sangerBreast
ENSG00000203757	\N	\N	icgc_snp_sangerBreast
ENSG00000203786	\N	\N	icgc_snp_sangerBreast
ENSG00000203814	\N	\N	icgc_snp_sangerBreast
ENSG00000203832	\N	\N	icgc_snp_sangerBreast
ENSG00000203872	\N	\N	icgc_snp_sangerBreast
ENSG00000203880	\N	\N	icgc_snp_sangerBreast
ENSG00000203910	\N	\N	icgc_snp_sangerBreast
ENSG00000203924	0.020788	0.138365987261146	icgc_snp_sangerBreast
ENSG00000203930	\N	\N	icgc_snp_sangerBreast
ENSG00000203933	\N	\N	icgc_snp_sangerBreast
ENSG00000203950	0.86186	1	icgc_snp_sangerBreast
ENSG00000203963	0.51951	1	icgc_snp_sangerBreast
ENSG00000203972	\N	\N	icgc_snp_sangerBreast
ENSG00000204038	\N	\N	icgc_snp_sangerBreast
ENSG00000204120	0.95718	1	icgc_snp_sangerBreast
ENSG00000204131	\N	\N	icgc_snp_sangerBreast
ENSG00000204138	\N	\N	icgc_snp_sangerBreast
ENSG00000204174	0.14547	0.508415217391304	icgc_snp_sangerBreast
ENSG00000204186	0.94324	1	icgc_snp_sangerBreast
ENSG00000204195	\N	\N	icgc_snp_sangerBreast
ENSG00000204209	\N	\N	icgc_snp_sangerBreast
ENSG00000204217	\N	\N	icgc_snp_sangerBreast
ENSG00000204252	0.95461	1	icgc_snp_sangerBreast
ENSG00000204256	\N	\N	icgc_snp_sangerBreast
ENSG00000204262	0.47962	1	icgc_snp_sangerBreast
ENSG00000204264	\N	\N	icgc_snp_sangerBreast
ENSG00000204287	\N	\N	icgc_snp_sangerBreast
ENSG00000204291	0.63365	1	icgc_snp_sangerBreast
ENSG00000204311	0.38385	0.913720387243736	icgc_snp_sangerBreast
ENSG00000204315	\N	\N	icgc_snp_sangerBreast
ENSG00000204351	\N	\N	icgc_snp_sangerBreast
ENSG00000204361	\N	\N	icgc_snp_sangerBreast
ENSG00000204385	\N	\N	icgc_snp_sangerBreast
ENSG00000204387	\N	\N	icgc_snp_sangerBreast
ENSG00000204390	\N	\N	icgc_snp_sangerBreast
ENSG00000204396	\N	\N	icgc_snp_sangerBreast
ENSG00000204403	\N	\N	icgc_snp_sangerBreast
ENSG00000204406	\N	\N	icgc_snp_sangerBreast
ENSG00000204410	\N	\N	icgc_snp_sangerBreast
ENSG00000204428	\N	\N	icgc_snp_sangerBreast
ENSG00000204444	\N	\N	icgc_snp_sangerBreast
ENSG00000204449	\N	\N	icgc_snp_sangerBreast
ENSG00000204469	\N	\N	icgc_snp_sangerBreast
ENSG00000204520	\N	\N	icgc_snp_sangerBreast
ENSG00000204531	\N	\N	icgc_snp_sangerBreast
ENSG00000204536	\N	\N	icgc_snp_sangerBreast
ENSG00000204561	\N	\N	icgc_snp_sangerBreast
ENSG00000204580	\N	\N	icgc_snp_sangerBreast
ENSG00000204592	0.0000017058	3.24102e-05	icgc_snp_sangerBreast
ENSG00000204613	0.35919	0.88111161971831	icgc_snp_sangerBreast
ENSG00000204614	\N	\N	icgc_snp_sangerBreast
ENSG00000204624	\N	\N	icgc_snp_sangerBreast
ENSG00000204634	0.0000017015	3.29271759259259e-05	icgc_snp_sangerBreast
ENSG00000204644	\N	\N	icgc_snp_sangerBreast
ENSG00000204687	\N	\N	icgc_snp_sangerBreast
ENSG00000204710	\N	\N	icgc_snp_sangerBreast
ENSG00000204815	\N	\N	icgc_snp_sangerBreast
ENSG00000204842	\N	\N	icgc_snp_sangerBreast
ENSG00000204852	\N	\N	icgc_snp_sangerBreast
ENSG00000204856	\N	\N	icgc_snp_sangerBreast
ENSG00000204913	\N	\N	icgc_snp_sangerBreast
ENSG00000204947	0.91154	1	icgc_snp_sangerBreast
ENSG00000204952	\N	\N	icgc_snp_sangerBreast
ENSG00000204960	\N	\N	icgc_snp_sangerBreast
ENSG00000204962	0.026018	0.159934176470588	icgc_snp_sangerBreast
ENSG00000204963	\N	\N	icgc_snp_sangerBreast
ENSG00000204967	0.045622	0.225947819905213	icgc_snp_sangerBreast
ENSG00000204969	\N	\N	icgc_snp_sangerBreast
ENSG00000204970	\N	\N	icgc_snp_sangerBreast
ENSG00000204977	\N	\N	icgc_snp_sangerBreast
ENSG00000205030	\N	\N	icgc_snp_sangerBreast
ENSG00000205038	0.96617	1	icgc_snp_sangerBreast
ENSG00000205045	0.98615	1	icgc_snp_sangerBreast
ENSG00000205076	\N	\N	icgc_snp_sangerBreast
ENSG00000205129	\N	\N	icgc_snp_sangerBreast
ENSG00000205186	\N	\N	icgc_snp_sangerBreast
ENSG00000205213	0.40624	0.933012747252747	icgc_snp_sangerBreast
ENSG00000205220	\N	\N	icgc_snp_sangerBreast
ENSG00000205221	\N	\N	icgc_snp_sangerBreast
ENSG00000205250	\N	\N	icgc_snp_sangerBreast
ENSG00000205277	0.99194	1	icgc_snp_sangerBreast
ENSG00000205318	\N	\N	icgc_snp_sangerBreast
ENSG00000205323	\N	\N	icgc_snp_sangerBreast
ENSG00000205327	\N	\N	icgc_snp_sangerBreast
ENSG00000205359	\N	\N	icgc_snp_sangerBreast
ENSG00000205363	\N	\N	icgc_snp_sangerBreast
ENSG00000205403	\N	\N	icgc_snp_sangerBreast
ENSG00000205409	\N	\N	icgc_snp_sangerBreast
ENSG00000205420	\N	\N	icgc_snp_sangerBreast
ENSG00000205426	\N	\N	icgc_snp_sangerBreast
ENSG00000205441	\N	\N	icgc_snp_sangerBreast
ENSG00000205544	\N	\N	icgc_snp_sangerBreast
ENSG00000205581	\N	\N	icgc_snp_sangerBreast
ENSG00000205592	\N	\N	icgc_snp_sangerBreast
ENSG00000205667	0.77539	1	icgc_snp_sangerBreast
ENSG00000205785	\N	\N	icgc_snp_sangerBreast
ENSG00000205835	\N	\N	icgc_snp_sangerBreast
ENSG00000205856	\N	\N	icgc_snp_sangerBreast
ENSG00000205857	\N	\N	icgc_snp_sangerBreast
ENSG00000205978	0.0000043907	7.64713583333333e-05	icgc_snp_sangerBreast
ENSG00000206043	\N	\N	icgc_snp_sangerBreast
ENSG00000206199	\N	\N	icgc_snp_sangerBreast
ENSG00000206384	0.20195	0.639508333333333	icgc_snp_sangerBreast
ENSG00000206474	\N	\N	icgc_snp_sangerBreast
ENSG00000206530	\N	\N	icgc_snp_sangerBreast
ENSG00000206531	\N	\N	icgc_snp_sangerBreast
ENSG00000206532	\N	\N	icgc_snp_sangerBreast
ENSG00000206560	\N	\N	icgc_snp_sangerBreast
ENSG00000211454	\N	\N	icgc_snp_sangerBreast
ENSG00000211456	\N	\N	icgc_snp_sangerBreast
ENSG00000211802	\N	\N	icgc_snp_sangerBreast
ENSG00000212643	\N	\N	icgc_snp_sangerBreast
ENSG00000212670	\N	\N	icgc_snp_sangerBreast
ENSG00000212916	\N	\N	icgc_snp_sangerBreast
ENSG00000213079	0.53988	1	icgc_snp_sangerBreast
ENSG00000213160	\N	\N	icgc_snp_sangerBreast
ENSG00000213186	\N	\N	icgc_snp_sangerBreast
ENSG00000213204	\N	\N	icgc_snp_sangerBreast
ENSG00000213380	\N	\N	icgc_snp_sangerBreast
ENSG00000213390	\N	\N	icgc_snp_sangerBreast
ENSG00000213401	\N	\N	icgc_snp_sangerBreast
ENSG00000213471	\N	\N	icgc_snp_sangerBreast
ENSG00000213593	\N	\N	icgc_snp_sangerBreast
ENSG00000213689	\N	\N	icgc_snp_sangerBreast
ENSG00000213760	\N	\N	icgc_snp_sangerBreast
ENSG00000213782	\N	\N	icgc_snp_sangerBreast
ENSG00000213853	\N	\N	icgc_snp_sangerBreast
ENSG00000213892	\N	\N	icgc_snp_sangerBreast
ENSG00000213920	\N	\N	icgc_snp_sangerBreast
ENSG00000214029	\N	\N	icgc_snp_sangerBreast
ENSG00000214078	\N	\N	icgc_snp_sangerBreast
ENSG00000214193	\N	\N	icgc_snp_sangerBreast
ENSG00000214226	\N	\N	icgc_snp_sangerBreast
ENSG00000214265	\N	\N	icgc_snp_sangerBreast
ENSG00000214300	\N	\N	icgc_snp_sangerBreast
ENSG00000214324	\N	\N	icgc_snp_sangerBreast
ENSG00000214360	0.94612	1	icgc_snp_sangerBreast
ENSG00000214510	\N	\N	icgc_snp_sangerBreast
ENSG00000214575	0.60928	1	icgc_snp_sangerBreast
ENSG00000214655	0.15429	0.523483928571429	icgc_snp_sangerBreast
ENSG00000214706	\N	\N	icgc_snp_sangerBreast
ENSG00000214711	\N	\N	icgc_snp_sangerBreast
ENSG00000214753	\N	\N	icgc_snp_sangerBreast
ENSG00000214787	\N	\N	icgc_snp_sangerBreast
ENSG00000214814	0.66242	1	icgc_snp_sangerBreast
ENSG00000214842	\N	\N	icgc_snp_sangerBreast
ENSG00000214860	\N	\N	icgc_snp_sangerBreast
ENSG00000214944	\N	\N	icgc_snp_sangerBreast
ENSG00000215009	\N	\N	icgc_snp_sangerBreast
ENSG00000215019	\N	\N	icgc_snp_sangerBreast
ENSG00000215182	\N	\N	icgc_snp_sangerBreast
ENSG00000215186	\N	\N	icgc_snp_sangerBreast
ENSG00000215218	\N	\N	icgc_snp_sangerBreast
ENSG00000215251	\N	\N	icgc_snp_sangerBreast
ENSG00000215301	\N	\N	icgc_snp_sangerBreast
ENSG00000215305	0.56443	1	icgc_snp_sangerBreast
ENSG00000215906	\N	\N	icgc_snp_sangerBreast
ENSG00000216937	0.061679	0.286464688888889	icgc_snp_sangerBreast
ENSG00000217128	\N	\N	icgc_snp_sangerBreast
ENSG00000217261	0.25061	0.723445994475138	icgc_snp_sangerBreast
ENSG00000218336	\N	\N	icgc_snp_sangerBreast
ENSG00000218819	0.33538	0.85481	icgc_snp_sangerBreast
ENSG00000219073	\N	\N	icgc_snp_sangerBreast
ENSG00000221829	\N	\N	icgc_snp_sangerBreast
ENSG00000221838	\N	\N	icgc_snp_sangerBreast
ENSG00000221840	\N	\N	icgc_snp_sangerBreast
ENSG00000221858	\N	\N	icgc_snp_sangerBreast
ENSG00000221859	\N	\N	icgc_snp_sangerBreast
ENSG00000221866	0.35355	0.877576603325416	icgc_snp_sangerBreast
ENSG00000221883	\N	\N	icgc_snp_sangerBreast
ENSG00000221923	\N	\N	icgc_snp_sangerBreast
ENSG00000221931	\N	\N	icgc_snp_sangerBreast
ENSG00000221954	\N	\N	icgc_snp_sangerBreast
ENSG00000221957	\N	\N	icgc_snp_sangerBreast
ENSG00000221988	\N	\N	icgc_snp_sangerBreast
ENSG00000223519	\N	\N	icgc_snp_sangerBreast
ENSG00000223547	0.53640	1	icgc_snp_sangerBreast
ENSG00000225190	\N	\N	icgc_snp_sangerBreast
ENSG00000225697	\N	\N	icgc_snp_sangerBreast
ENSG00000225781	\N	\N	icgc_snp_sangerBreast
ENSG00000226232	\N	\N	icgc_snp_sangerBreast
ENSG00000226372	\N	\N	icgc_snp_sangerBreast
ENSG00000226650	\N	\N	icgc_snp_sangerBreast
ENSG00000227057	\N	\N	icgc_snp_sangerBreast
ENSG00000227471	\N	\N	icgc_snp_sangerBreast
ENSG00000228273	\N	\N	icgc_snp_sangerBreast
ENSG00000228368	\N	\N	icgc_snp_sangerBreast
ENSG00000229644	\N	\N	icgc_snp_sangerBreast
ENSG00000230453	\N	\N	icgc_snp_sangerBreast
ENSG00000230657	\N	\N	icgc_snp_sangerBreast
ENSG00000230891	\N	\N	icgc_snp_sangerBreast
ENSG00000231880	\N	\N	icgc_snp_sangerBreast
ENSG00000231924	\N	\N	icgc_snp_sangerBreast
ENSG00000232040	0.91275	1	icgc_snp_sangerBreast
ENSG00000232856	\N	\N	icgc_snp_sangerBreast
ENSG00000233412	\N	\N	icgc_snp_sangerBreast
